Группы товара;Артикул;Наименование товара;;;Ед. измер.;Цена для корпоративных клиентов;Штук в упаковке;Вес;Штрих-код;;
;55179;Whimzees VET дентальное лакомство Дентал Браш для собак L 15 см 7 шт в пакете;;;шт.;896,94;6;0,455;8718622755186;;
;55162;Whimzees VET дентальное лакомство Дентал Браш для собак S 9 см 14 шт в пакете;;;шт.;446,74;6;0,245;8718622755162;;
;53538;Whimzees VET дентальное лакомство Дентал Браш для собак S 9 см 24 шт в пакете;;;шт.;707,14;6;0,395;8718627753538;;
;53521;Whimzees VET дентальное лакомство Дентал Браш для собак XS 7 см 48 шт в пакете;;;шт.;707,14;6;0,395;8718627753521;;
;53545;Whimzees VET дентальное лакомство Дентал Браш для собак М 11 см 12 шт в пакете;;;шт.;707,14;6;0,395;8718627753545;;
;55186;Whimzees VET дентальное лакомство Дентал Браш для собак М 11 см 7 шт в пакете;;;шт.;447,06;6;0,245;8718622755179;;
      НОВОГОДНИЕ НАБОРЫ;;;;;;;;;;;
;54313;Whimzees дентальное лакомство Елочки для собак L 50 шт в дисплее;;;шт.;4 582,66;1;3,2;8718627754313;;
;54290;Whimzees дентальное лакомство Елочки для собак S 150 шт в дисплее;;;шт.;3 861,93;1;2,45;8718627754290;;
;54306;Whimzees дентальное лакомство Елочки для собак М 100 шт в дисплее;;;шт.;4 977,00;1;3,2;8718627754306;;
;54344;Whimzees дентальное лакомство Снеговик для собак L 50 шт в дисплее;;;шт.;4 582,66;1;3,2;8718627754344;;
;54320;Whimzees дентальное лакомство Снеговик для собак S 150 шт в дисплее;;;шт.;3 861,93;1;2,45;8718627754320;;
;54337;Whimzees дентальное лакомство Снеговик для собак М 100 шт в дисплее;;;шт.;4 977,00;1;3,2;8718627754337;Товар дня;
   ZOETIS;;;;;;;;;;;
      ВАКЦИНЫ;;;;;;;;;;;
;10006029;Zoetis Вангард 7, упак. 25 доз, 1 доза;;;шт.;259,22;1;0,35;4601956000647;;
;10001218;Zoetis Дефенсор 3, 50 доз, 1 доза;;;шт.;90,91;1;0,25;4601956001026;;
      ДЕРМАТОТРОПНЫЕ СРЕДСТВА;;;;;;;;;;;
;6002603;Zoetis Апоквел 16 мг,  20 таб;;;шт.;2 601,50;48;0,034;4670025270199;;
;6002610;Zoetis Апоквел 16 мг, 100 таб;;;шт.;11 821,70;48;0,075;4601956002610;;
;6002566;Zoetis Апоквел 3,6 мг,  20 таб;;;шт.;1 555,40;48;0,031;4601956002566;;
;6002580;Zoetis Апоквел 5,4 мг,  20 таб;;;шт.;1 555,40;48;0,028;4601956002580;;
      ПРОТИВОБАКТЕРИАЛЬНЫЕ СРЕДСТВА;;;;;;;;;;;
;6002108;Zoetis Конвения 340 мг/ 5 мл + раствор для инъекций 4 мл;;;шт.;3 295,60;1;0,045;4601956002108;;
;6000753;Zoetis Синулокс  50 мг, 10 таб;;;шт.;189,94;154;0,01;4601956000753;;
;6000760;Zoetis Синулокс 250 мг, 10 таб;;;шт.;311,08;65;0,02;4601956000760;;
;6001675;Zoetis Синулокс 500 мг, 10 таб;;;шт.;472,27;84;0,041;4601956001675;;
;6000555;Zoetis Синулокс LC 3 гр, шприц-тюбик;;;шт.;119,70;300;0,015;4601956000555;;
;6001422;Zoetis Синулокс RTU суспензия для инъекций,  40 мл;;;шт.;942,14;12;0,11;4601956001422;;
;6001408;Zoetis Синулокс RTU суспензия для инъекций, 100 мл;;;шт.;1 989,34;6;0,208;4601956001408;;
;6001316;Zoetis Террамицин Аэрозоль 150 мл;;;шт.;399,30;100;0,149;4601956001316;;
      ПРОТИВОПАРАЗИТАРНЫЕ СРЕДСТВА;;;;;;;;;;;
;70021;Zoetis Симпарика, жевательные таблетки для собак весом от 1,3-2,5кг, 5мг, 3 таб.;;;шт.;952,75;10;0,04;4670025270021;;
;70052;Zoetis Симпарика, жевательные таблетки для собак весом от 10-20кг, 40 мг, 3 таб.;;;шт.;1 120,10;10;0,04;4670025270052;;
;70038;Zoetis Симпарика, жевательные таблетки для собак весом от 2,6-5кг, 10 мг, 3 таб.;;;шт.;1 009,22;10;0,04;4670025270038;;
;70069;Zoetis Симпарика, жевательные таблетки для собак весом от 20-40кг, 80 мг, 3 таб.;;;шт.;1 233,03;10;0,04;4670025270069;;
;70076;Zoetis Симпарика, жевательные таблетки для собак весом от 40-60кг, 120 мг, 3 таб.;;;шт.;1 456,84;10;0,04;4670025270076;;
;70045;Zoetis Симпарика, жевательные таблетки для собак весом от 5,1-10кг, 20 мг, 3 таб.;;;шт.;1 064,66;10;0,04;4670025270045;;
;6000920;Zoetis Стронгхолд 120 мг, капли для собак 10-20 кг (3 пипетки х 1 мл);;;шт.;1 148,84;10;0,07;4601956000920;;
;6000883;Zoetis Стронгхолд 15 мг, капли для котят и щенков (3 пипетки х 0,25 мл);;;шт.;870,61;10;0,066;4601956000883;;
;6000937;Zoetis Стронгхолд 240 мг, капли для собак 20-40 кг (3 пипетки х 2 мл);;;шт.;1 523,57;10;0,07;4601956000937;;
;6000906;Zoetis Стронгхолд 30 мг, капли для собак 2,6-5 кг (3 пипетки х 0,25 мл);;;шт.;927,08;10;0,065;4601956000906;;
;6000890;Zoetis Стронгхолд 45 мг, капли для кошек 2,6-7,5 кг (3 пипетки х 0,75 мл);;;шт.;1 008,19;10;0,06;4601956000890;;
;6000913;Zoetis Стронгхолд 60 мг, капли для собак 5,1-10 кг (3 пипетки х 0,5 мл);;;шт.;1 018,45;10;0,07;4601956000913;;
      ПРОТИВОРВОТНЫЕ СРЕДСТВА;;;;;;;;;;;
;6000852;Zoetis Серения противорвотное средство, 20 мл;;;шт.;4 833,55;1;0,061;4601956000852;;
   ZOGOFLEX;;;;;;;;;;;
;753131;Zogoflex Air игрушка интерактивная для собак Wox 10x15x17 см желтая;;;шт.;1 454,80;12;0,23;747473753131  ;;
;752202;Zogoflex Air игрушка фрисби для собак Dash диаметр 20 см желтая;;;шт.;1 454,80;12;0,29;747473752202  ;;
;758242;Zogoflex Rowdies игрушка плюшевая для собак Custer 10 см оранжевая;;;шт.;1 454,54;13;0,11;747473758242;;
;758266;Zogoflex Rowdies игрушка плюшевая для собак Custer 10 см фиолетовая;;;шт.;1 454,54;14;0,11;747473758266;;
;758099;Zogoflex Rowdies игрушка плюшевая для собак Fergus 24 см оранжевая;;;шт.;1 928,93;12;0,15;747473758099;;
;758112;Zogoflex Rowdies игрушка плюшевая для собак Fergus 24 см фиолетовая;;;шт.;1 928,93;12;0,15;747473758112;;
;758150;Zogoflex Rowdies игрушка плюшевая для собак Lincoln 28 см оранжевая;;;шт.;2 261,19;12;0,23;747473758150;;
;758174;Zogoflex Rowdies игрушка плюшевая для собак Lincoln 28 см фиолетовая;;;шт.;2 261,19;12;0,23;747473758174;;
;758181;Zogoflex Rowdies игрушка плюшевая для собак Sanders 17 см оранжевая;;;шт.;1 949,51;12;0,18;747473758181;;
;758204;Zogoflex Rowdies игрушка плюшевая для собак Sanders 17 см фиолетовая;;;шт.;1 949,51;12;0,18;747473758204;;
;621546;Zogoflex игрушка для собак Bumi L 25,4 см перетяжка оранжевая;;;шт.;1 347,21;12;0,27;747473621546;;
;732464;Zogoflex игрушка для собак Tizzi L для лакомств 16,5 см оранжевая;;;шт.;1 499,09;12;0,23;747473732464  ;;
;736561;Zogoflex игрушка для собак Tizzi Mini для лакомств 12 см голубая;;;шт.;1 004,95;12;0,09;747473736561  ;;
;621423;Zogoflex игрушка для собак Tux L 15,25 см под лакомства оранжевый;;;шт.;1 474,49;12;0,3;747473621423;;
;757955;Zogoflex игрушка для собак Tux S 10 см под лакомства оранжевый;;;шт.;1 174,97;12;0,15;747473757955;;
;621102;Zogoflex игрушка для собак гантеля Hurley L 21 см оранжевая;;;шт.;1 210,53;12;0,2;747473621102;;
;621041;Zogoflex игрушка для собак гантеля Hurley S 15 см оранжевая;;;шт.;899,97;12;0,14;747473621041;;
;719175;Zogoflex игрушка для собак гантеля Hurley XS 11,5 см голубая;;;шт.;709,69;12;0,07;747473719175;;
;757368;Zogoflex игрушка для собак гантеля под лакомства Qwizl L 17x7 см оранжевая;;;шт.;1 452,68;12;0,33;747473757368  ;;
;757429;Zogoflex игрушка для собак гантеля под лакомства Qwizl S 14x6 см оранжевая;;;шт.;1 082,41;12;0,18;747473757429  ;;
;735717;Zogoflex игрушка для собак мячик Jive L 8 см оранжевый;;;шт.;1 161,32;12;0,28;747473735717;;
;735670;Zogoflex игрушка для собак мячик Jive S 6,6 см голубой;;;шт.;816,31;12;0,14;747473735670;;
;735632;Zogoflex игрушка для собак мячик Jive XS 5 см оранжевый;;;шт.;665,40;12;0,07;747473735632;;
;759607;Zogoflex игрушка для собак мячик Rando 6 см оранжевый;;;шт.;880,29;12;0,08;747473759607  ;;
;759591;Zogoflex игрушка для собак мячик Rando 6 см салатовый;;;шт.;880,29;12;0,08;747473759591  ;;
;759584;Zogoflex игрушка для собак мячик Rando 6 см фиолетовый;;;шт.;880,29;12;0,08;747473759584  ;;
;759638;Zogoflex игрушка для собак мячик Rando 9 см оранжевый;;;шт.;1 325,18;12;0,16;747473759638  ;;
;759621;Zogoflex игрушка для собак мячик Rando 9 см салатовый;;;шт.;1 325,18;12;0,16;747473759621  ;;
;759614;Zogoflex игрушка для собак мячик Rando 9 см фиолетовый;;;шт.;1 325,18;12;0,16;747473759614  ;;
;760191;Zogoflex игрушка для собак перетяжка Skamp 22 см зеленая;;;шт.;1 432,99;12;0,21;747473760191;;
;759669;Zogoflex игрушка для собак перетяжка Zwig 35 см оранжевый;;;шт.;1 377,22;12;0,24;747473759669  ;;
;759652;Zogoflex игрушка для собак перетяжка Zwig 35 см салатовый;;;шт.;1 377,22;12;0,24;747473759652  ;;
;759645;Zogoflex игрушка для собак перетяжка Zwig 35 см фиолетовый;;;шт.;1 377,22;12;0,24;747473759645  ;;
;750291;Zogoflex игрушка под лакомства для собак Toppl L 10 см зеленая;;;шт.;1 636,40;12;0,31;747473750291  ;;
;750208;Zogoflex игрушка под лакомства для собак Toppl S 8 см оранжевая;;;шт.;1 208,71;12;0,13;747473750208  ;;
   АСМ;;;;;;;;;;;
      КАТЕТЕРЫ, ШПРИЦЫ, СИСТЕМЫ;;;;;;;;;;;
;ШПРM1;АСМ Шприц  1 мл, инсулиновый, одноразовый, U-100, 100 шт. (MedAim LLC);;;шт.;408,00;1;;4665272960016 ;;
;ШПРМ2;АСМ Шприц  2 мл, игла 0,63х32 мм, одноразовый, 3-х компонентный, 100 шт. (MedAim LLC);;;шт.;432,00;1;;4665272960030;;
;ШПРМ3;АСМ Шприц  3 мл, игла 0,6х32 мм, одноразовый, 3-х компонентный, 100 шт. (MedAim LLC);;;шт.;444,00;1;;4665272960047;;
;ШПРМ5;АСМ Шприц  5 мл, игла 0,7х40 мм, одноразовый, 3-х компонентный, 100 шт. (MedAim LLC);;;шт.;492,00;1;;4665272960054;;
      ПОПОНЫ ПОСЛЕОПЕРАЦИОННЫЕ;;;;;;;;;;;
;АС№0;АСМ Попона послеоперационная №0 для кошек (малая) (АС-Маркет);;;шт.;85,13;120;0,026;1977629238000 ;;
;АС№0,5;АСМ Попона послеоперационная №0,5 для кошек (большая) (АС-Маркет);;;шт.;93,60;120;0,047;1977629238017 ;;
;АС№1;АСМ Попона послеоперационная №1 для собак (АС-Маркет);;;шт.;142,20;80;0,04;1977629238024 ;;
;АС№2;АСМ Попона послеоперационная №2 для собак (АС-Маркет);;;шт.;168,00;80;0,055;1977629238031 ;;
;АС№3;АСМ Попона послеоперационная №3 для собак (АС-Маркет);;;шт.;180,00;60;0,071;1977629238048 ;;
;АС№4;АСМ Попона послеоперационная №4 для собак (АС-Маркет);;;шт.;204,00;40;0,096;1977629238055 ;;
;АС№5;АСМ Попона послеоперационная №5 для собак (АС-Маркет);;;шт.;234,00;40;0,117;1977629238062 ;;
;АС№6;АСМ Попона послеоперационная №6 для собак (АС-Маркет);;;шт.;255,60;30;0,131;1977629238079 ;;
;АС№7;АСМ Попона послеоперационная №7 для собак (АС-Маркет);;;шт.;267,60;30;0,163;1977629238086 ;;
      СРЕДСТВА, ВЛИЯЮЩИЕ НА ЦНС;;;;;;;;;;;
;Т824;АСМ Телазол 100 мг (Зоэтис);;;шт.;2 433,36;1;;2000007078932;;
      ХИРУРГИЧЕСКИЙ ИНСТРУМЕНТАРИЙ;;;;;;;;;;;
;Н-41;АСМ Ножницы глазные остроконечные изогнутые 11,3 см (Paradise);;;шт.;384,00;1;;2000007068261;;
;Н-41-1;АСМ Ножницы глазные остроконечные прямые 11,3 см (Paradise);;;шт.;384,00;1;;2000007068278;;
;Н-42;АСМ Ножницы глазные тупоконечные изогнутые 11,3 см (Paradise);;;шт.;384,00;1;;2000007068285;;
;Н-42-1;АСМ Ножницы глазные тупоконечные прямые 11,3 см (Paradise);;;шт.;384,00;1;;2000007068292;;
;Н-8;АСМ Ножницы для разрезания мягких тканей в глубокой ране вертикально-изогнутые 230 мм (Paradise);;;шт.;540,00;1;;2000007068254;;
      ШОВНЫЙ МАТЕРИАЛ;;;;;;;;;;;
;Mepfil  №3/0 (HR-20);АСМ ПГА №3/0 (HR-20) с колющей иглой 1/2, 75 см, 1 шт. (Репромед);;;шт.;105,00;1;;2000007067639;;
;Mepfil  №4/0 (HR-20);АСМ ПГА №4/0 (HR-20) с колющей иглой 1/2, 75 см, 1 шт. (Репромед);;;шт.;100,00;1;;2000007067653;;
;М8498;АСМ ПОЛИКОН ( 0 ) полиамидная хирургическая нить для ветеринарного применения  10 м (TONZOS 95 J.S. Co);;;шт.;108,00;1;;2000007068018;;
   ГЕЛАКАН;;;;;;;;;;;
      СРЕДСТВА ДЛЯ ЛЕЧЕНИЯ ОПОРНО-ДВИГАТЕЛЬНОГО АППАРАТА;;;;;;;;;;;
;GLN-3;"Гелакан ""Бейби"" 150 г";;;шт.;894,01;6;0,194;8594004691637;;
;GLN-4;"Гелакан ""Бейби"" 500 г";;;шт.;2 331,98;6;0,594;8594004691378;;
;GLN-13;"Гелакан ""Дарлинг"" 150 г";;;шт.;1 032,05;6;0,194;8594004693112;;
;GLN-2;"Гелакан ""Дарлинг"" 500 г";;;шт.;2 688,58;6;0,594;8594004691361;;
;GLN-11;"Гелакан ""Фаст"" 150 г";;;шт.;2 075,61;6;0,194;8594004693006;;
;GLN-12;"Гелакан ""Фаст"" 500 г";;;шт.;5 465,95;6;0,594;8594004693013;;
;GLN-10;"Гелакан ""Хондрокан"" 150 г";;;шт.;2 241,58;6;0,194;8594004691644;;
;GLN-9;"Гелакан ""Хондрокан"" 500 г";;;шт.;6 318,20;6;0,594;8594004691651 ;;
   КЕРАМИКАРТ;;;;;;;;;;;
;211109;КерамикАрт домик для грызунов Лимончик  13х8х9 см;;;шт.;110,15;64;0,221;4000945211109;;
;211116;КерамикАрт домик для грызунов Тыква  13х13х10 см;;;шт.;203,55;36;0,426;4000945211116;;
;211093;КерамикАрт домик для грызунов Яблочко 8х7х9 см;;;шт.;104,73;64;0,191;4000945211093;;
;211048;КерамикАрт миска керамическая для грызунов 10 мл Апельсин;;;шт.;76,58;240;0,078;4000945211048;;
;211062;КерамикАрт миска керамическая для грызунов 10 мл Арбузик;;;шт.;76,58;240;0,078;4000945211062;;
;211055;КерамикАрт миска керамическая для грызунов 10 мл Лайм;;;шт.;76,58;240;0,078;4000945211055;;
;211079;КерамикАрт миска керамическая для грызунов 70 мл Зеленая с морковью;;;шт.;74,23;144;0,104;4000945211079;;
;211086;КерамикАрт миска керамическая для грызунов 70 мл Оранжевая с морковью;;;шт.;74,23;144;0,104;4000945211086;;
;211222;КерамикАрт миска керамическая для кошек 160 мл Мордочка кошки голубая;;;шт.;128,31;48;0,292;4000945211222;;
;211215;КерамикАрт миска керамическая для кошек 160 мл Мордочка кошки розовая;;;шт.;128,31;48;0,292;4000945211215;;
;211239;КерамикАрт миска керамическая для кошек 210 мл белая с кошкой;;;шт.;139,08;64;0,291;4000945211239;;
;211192;КерамикАрт миска керамическая для кошек 250 мл Мордочка кошки голубая;;;шт.;137,02;48;0,322;4000945211192;;
;211185;КерамикАрт миска керамическая для кошек 250 мл Мордочка кошки красная в горошек;;;шт.;140,46;48;0,332;4000945211185;;
;211178;КерамикАрт миска керамическая для кошек 250 мл Мордочка кошки черная в горошек;;;шт.;140,46;48;0,332;4000945211178;;
;211208;КерамикАрт миска керамическая для кошек 300 мл красно-белая с рыбками;;;шт.;146,04;48;0,302;4000945211208;;
;211147;КерамикАрт миска керамическая для собак 180 мл Мордочка собаки синяя;;;шт.;130,63;48;0,292;4000945211147;;
;211031;КерамикАрт миска керамическая для собак 420 мл черная с желтым;;;шт.;136,14;48;0,392;4000945211031;;
;211024;КерамикАрт миска керамическая для собак 420 мл черная с лапками;;;шт.;136,14;48;0,392;4000945211024;;
;211017;КерамикАрт миска керамическая для собак 600 мл зебра;;;шт.;185,62;36;0,556;4000945211017;;
;211000;КерамикАрт миска керамическая для собак 600 мл с орнаментом;;;шт.;185,62;36;0,556;4000945211000;;
;211260;КерамикАрт миска керамическая для собак и кошек Сердечко 250 мл коричневая с розовым бантом;;;шт.;184,21;24;0,603;4000945211260;;
;211130;КерамикАрт миска керамическая нескользящая для собак 360 мл белая с фиолетовым;;;шт.;187,88;48;0,392;4000945211130;;
;211123;КерамикАрт миска керамическая нескользящая для собак 400 мл черная с косточками;;;шт.;181,23;36;0,426;4000945211123;;
;211154;КерамикАрт миска керамическая-блюдце для кошек 140 мл белая;;;шт.;142,16;48;0,242;4000945211154;;
;211161;КерамикАрт миска керамическая-блюдце для кошек 140 мл оранжевая;;;шт.;142,16;48;0,242;4000945211161;;
;211246;КерамикАрт миски на подставке для собак и кошек двойные 2x290 мл оранжевые;;;шт.;423,71;16;0,905;4000945211246;;
;211253;КерамикАрт миски на подставке для собак и кошек двойные 2x290 мл синие;;;шт.;423,71;16;0,905;4000945211253;;
   ЛАЙНА;;;;;;;;;;;
;30152;Лайна для животных (саше) 0,03 л;;;шт.;34,80;20;0,03;4607101830152;;
;30053;Лайна для животных 0,3 (концентрат) л;;;шт.;297,25;36;0,35;4607101830053;;
;300150;Лайна для животных 0,5 (концентрат) л;;;шт.;417,60;28;0,51;4607101830015;;
;30060;Лайна для животных 1 (концентрат) л;;;шт.;696,00;16;1,05;4607101830060;;
;30114;Лайна для животных 5 (концентрат) л;;;шт.;3 306,00;3;5,1;4607101830114;;
;30145;Лайна МС лаванда (спрей) 0,75 л;;;шт.;290,00;14;0,8;4607101830145;;
;30138;Лайна МС пихта (спрей) 0,75 л;;;шт.;290,00;14;0,8;4607101830138;;
   МЕКСИДОЛ-ВЕТ;;;;;;;;;;;
;МВ001;Мексидол-вет 2,5% 1 мл, 10 штук в упаковке;;;шт.;339,84;120;0,047;4605894001582;;
;МВ002;Мексидол-вет 5% 2 мл, 10 штук в упаковке;;;шт.;495,80;120;0,055;4605894001599;;
;МВ003;Мексидол-вет 5% 5 мл, 5 штук в упаковке;;;шт.;539,72;100;0,058;4605894004767;;
;МВ005;Мексидол-вет, таблетки 125 мг №20;;;шт.;370,66;96;0,018;4607085318042;;
;МВ004;Мексидол-вет, таблетки 50 мг №20;;;шт.;298,23;96;0,017;4607085318370;;
   МНЯМС;;;;;;;;;;;
      МНЯМС ГОТОВОЕ РЕШЕНИЕ: ВЫКЛАДКИ;;;;;;;;;;;
;MNS0060;"Мнямс Готовое решение: набор лакомств ""Кот Федор"" для кошек + Дисплей-паразит";;;шт.;1 278,96;1;;;;
;MNS0061;Мнямс Готовое решение: набор лакомств Ассорти для кошек + Дисплей-паразит;;;шт.;2 307,92;1;;;;
;MNS0062;Мнямс Готовое решение: набор лакомств Ассорти для собак + Дисплей-паразит;;;шт.;3 371,10;1;;;;
;MNS0064;Мнямс Готовое решение: набор лакомств Дентал для собак + Дисплей-паразит;;;шт.;2 152,29;1;;;;
;MNS0059;Мнямс Готовое решение: набор лакомых палочек для кошек + Дисплей-паразит;;;шт.;3 137,40;1;;;;
;MNS0068;Мнямс Готовое решение: набор лакомых палочек для кошек + Стакан под палочки;;;шт.;937,14;1;;;;
;MNS0063;Мнямс Готовое решение: набор Натуральных деликатесов для собак + Дисплей-паразит;;;шт.;3 116,94;1;;;;
;MNS0066;Мнямс Готовое решение: набор паучей БВК для кошек + Дисплей-паразит под паучи;;;шт.;993,44;1;;;;
;MNS0065;Мнямс Готовое решение: набор паучей Лихтенштейн для кошек + Дисплей-паразит под паучи;;;шт.;640,80;1;;;;
      МНЯМС КОРМА;;;;;;;;;;;
         КОШКИ;;;;;;;;;;;
            ДЕЛИКАТЕС;;;;;;;;;;;
;703362;Мнямс Деликатес нежные кусочки кролика и печени в соусе для взрослых кошек 85 г;;;шт.;60,12;12;0,091;4610011703362;;
;703348;Мнямс Деликатес нежные кусочки курочки и говядины в соусе для взрослых кошек 85 г;;;шт.;60,12;12;0,091;4610011703348;;
;703379;Мнямс Деликатес нежные кусочки тунца и креветок в соусе для взрослых кошек 85 г;;;шт.;60,12;12;0,091;4610011703379;;
;703355;Мнямс Деликатес нежные кусочки утки и индейки в соусе для взрослых кошек 85 г;;;шт.;60,12;12;0,091;4610011703355;;
;703324;Мнямс Деликатес нежный мусс с курицей и индейкой для котят 90 г;;;шт.;60,12;12;0,096;4610011703324;;
;703331;Мнямс Деликатес нежный мусс с телятиной для стерилизованных кошек 90 г;;;шт.;60,12;12;0,096;4610011703331;;
            КОНСЕРВЫ;;;;;;;;;;;
;700811;Мнямс консервы для котят Курица в нежном желе 70 г;;;шт.;81,91;24;0,104;4610011700811;;
;700767;Мнямс консервы для кошек Курица нежном в желе 70 г;;;шт.;81,91;24;0,104;4610011700767;;
;700903;Мнямс консервы для кошек Курица с ветчиной в нежном желе 70 г;;;шт.;81,91;24;0,104;4610011700903;;
;700798;Мнямс консервы для кошек Курица с говядиной  в нежном желе  70 г;;;шт.;81,91;24;0,104;4610011700798 ;;
;700804;Мнямс консервы для кошек Курица с лососем  в нежном желе 70 г;;;шт.;81,91;24;0,104;4610011700804;;
;700774;Мнямс консервы для кошек Курица с сыром  в нежном желе 70 г;;;шт.;81,91;24;0,104;4610011700774;;
;700705;Мнямс консервы для кошек Тунец в нежном желе 70 г;;;шт.;81,91;24;0,104;4610011700705 ;;
;700897;Мнямс консервы для кошек Тунец с анчоусами в нежном желе 70 г;;;шт.;81,91;24;0,104;4610011700897;;
;700750;Мнямс консервы для кошек Тунец с дорадо в нежном желе 70 г;;;шт.;81,91;24;0,104;4610011700750;;
;700712;Мнямс консервы для кошек Тунец с креветками в нежном желе 70 г;;;шт.;81,91;24;0,104;4610011700712;;
;700736;Мнямс консервы для кошек Тунец с курицей в нежном желе  70 г;;;шт.;81,91;24;0,104;4610011700736;;
;700743;Мнямс консервы для кошек Тунец с макрелью в нежном желе 70 г;;;шт.;81,91;24;0,104;4610011700743;;
            ПАУЧИ;;;;;;;;;;;
;703096;Мнямс паучи для взрослых кошек Мясной карнавал (утка, индейка, курица) 100 г;;;шт.;26,17;24;0,103;4610011703096;;
;703089;Мнямс паучи для взрослых кошек Пир охотника (утка, кролик, дичь) 100 г;;;шт.;26,17;24;0,103;4610011703089 ;;
;703102;Мнямс паучи для взрослых кошек Рыбный фестиваль (лосось, креветки, форель) 100 г;;;шт.;26,17;24;0,103;4610011703102;;
;702310;Мнямс паучи для взрослых кошек с говядиной 100 г в соусе, идеальный баланс;;;шт.;40,05;24;0,103;4610011702310;;
;702327;Мнямс паучи для взрослых кошек с кроликом 100 г в соусе, чувствительное пищеварение;;;шт.;40,05;24;0,103;4610011702327 ;;
;702280;Мнямс паучи для взрослых кошек с курицей 100 г в соусе, идеальный баланс;;;шт.;40,05;24;0,103;4610011702280;;
;702297;Мнямс паучи для взрослых кошек с лососем 100 г в соусе, кожа и шерсть;;;шт.;40,05;24;0,103;4610011702297;;
;702303;Мнямс паучи для взрослых кошек с ягненком 100 г в соусе, чувствительное пищеварение;;;шт.;40,05;24;0,103;4610011702303;;
;702334;Мнямс паучи для котят с курицей 100 г в соусе, рост и развитие котят;;;шт.;40,05;24;0,103;4610011702334;;
;701191;"Мнямс паучи для котят Цыпленок ""Маренго"" 85 г";;;шт.;62,09;12;0,095;4610011701191 ;;
;702082;Мнямс паучи для кошек Бефстроганов по-тасмански (с мясом страуса) 85 г;;;шт.;62,09;12;0,095;4610011702082;;
;700460;Мнямс паучи для кошек Буйабес по-Марсельски (рыба с морепродуктами) 85 г;;;шт.;62,09;12;0,095;4610011700460 ;;
;702099;Мнямс паучи для кошек Катаплана по-португальски (с форелью) 85 г;;;шт.;62,09;12;0,095;4610011702099;;
;700514;Мнямс паучи для кошек Каччиаторе по-Неаполитански (курица с томатами) 85 г;;;шт.;62,09;12;0,095;4610011700514 ;;
;700491;Мнямс паучи для кошек Косидо по-мадридски (говядина с морковью) 85 г;;;шт.;62,09;12;0,095;4610011700491 ;;
;702105;Мнямс паучи для кошек Лобстер по-каталонски 85 г;;;шт.;62,09;12;0,095;4610011702105;;
;700538;Мнямс паучи для кошек Оссобуко по-Милански (ягненок с рисом) 85 г;;;шт.;62,09;12;0,095;4610011700538 ;;
;700477;Мнямс паучи для кошек Фрикасе по-парижски (кролик с травами) 85 г;;;шт.;62,09;12;0,095;4610011700477 ;;
;704338;Мнямс сочные кусочки для кошек с индейкой «Фермерская ярмарка» линия Кот Федор 85г;;;шт.;26,90;24;0,089;4610011704338;;
;704321;Мнямс сочные кусочки для кошек с кроликом «Фермерская ярмарка» линия Кот Федор 85г;;;шт.;26,90;24;0,089;4610011704321;;
;704314;Мнямс сочные кусочки для кошек с курицей «Фермерская ярмарка» линия Кот Федор 85г;;;шт.;26,90;24;0,089;4610011704314;;
            СУХИЕ КОРМА;;;;;;;;;;;
;703959;Мнямс Active Life Сухой корм с кроликом для взрослых кошек 1,5 кг;;;шт.;726,00;8;1,53;4610011703959;;
;703966;Мнямс Active Life Сухой корм с кроликом для взрослых кошек 10 кг;;;шт.;3 800,00;1;10,095;4610011703966;;
;703942;Мнямс Active Life Сухой корм с кроликом для взрослых кошек 400 г;;;шт.;229,00;8;0,42;4610011703942;;
;704017;Мнямс Hairball&Indoor Сухой корм с ягненком для домашних кошек для выведения комков шерсти из желудка 1,5 кг;;;шт.;726,00;8;1,53;4610011704017;;
;704024;Мнямс Hairball&Indoor Сухой корм с ягненком для домашних кошек для выведения комков шерсти из желудка 10 кг;;;шт.;3 800,00;1;10,095;4610011704024;;
;704000;Мнямс Hairball&Indoor Сухой корм с ягненком для домашних кошек для выведения комков шерсти из желудка 400 г;;;шт.;229,00;8;0,42;4610011704000;;
;703928;Мнямс Kitten Сухой корм для котят с индейкой 1,5 кг;;;шт.;726,00;8;1,53;4610011703928;;
;703935;Мнямс Kitten Сухой корм для котят с индейкой 10 кг;;;шт.;3 800,00;1;10,095;4610011703935;;
;703911;Мнямс Kitten Сухой корм для котят с индейкой 400 г;;;шт.;229,00;8;0,42;4610011703911;;
;704048;Мнямс Skin&Coat Сухой корм с лососем для взрослых кошек для кожи и шерсти 1,5 кг;;;шт.;726,00;8;1,53;4610011704048;;
;704055;Мнямс Skin&Coat Сухой корм с лососем для взрослых кошек для кожи и шерсти 10 кг;;;шт.;3 800,00;1;10,095;4610011704055;;
;704031;Мнямс Skin&Coat Сухой корм с лососем для взрослых кошек для кожи и шерсти 400 г;;;шт.;229,00;8;0,42;4610011704031;;
;703997;Мнямс Sterilized Сухой корм с индейкой для стерилизованных кошек 1,5 кг;;;шт.;726,00;8;1,53;4610011703997;;
;703980;Мнямс Sterilized Сухой корм с индейкой для стерилизованных кошек 10 кг;;;шт.;3 800,00;1;10,095;4610011703980;;
;703973;Мнямс Sterilized Сухой корм с индейкой для стерилизованных кошек 400 г;;;шт.;229,00;8;0,42;4610011703973;;
         СОБАКИ;;;;;;;;;;;
